f(x) = e + x^(sin(x))
Input,Output
448.0,710.6752286290532
449.0,388.45730760405314
450.0,384.0018317550531
451.0,383.9888978710531
452.0,384.08465819405313
453.0,417.3309424490531
454.0,835.7853539290531
455.0,406.1610852290531
456.0,384.04925352505313
457.0,383.9887051400531
458.0,384.00844408105314
459.0,391.1672752740531
460.0,767.976316229053
461.0,470.4503877590531
462.0,384.30821531005313
463.0,383.98983078905314
464.0,383.99308685505315
465.0,385.29893531505314
466.0,586.7534727290531
467.0,621.4755018290531
468.0,385.80371660805315
469.0,383.9944473280531
470.0,383.98942322605313
471.0,384.21951175905315
472.0,453.8532148190531
473.0,807.2106029290532
474.0,393.84288831905315
475.0,384.0143601710531
476.0,383.98856281905313
477.0,384.0326056900531
478.0,401.06102393905314
479.0,850.4123764290532
480.0,428.82890515905314
481.0,384.1167153570531
482.0,383.9889033530531
483.0,383.99805647005314
484.0,387.29414221205315
485.0,698.8004965290531
486.0,535.4945221290532
487.0,384.70631879105315
488.0,383.99105777005315
489.0,383.9905914390531
490.0,384.56501092705315
491.0,518.0065235290531
492.0,728.4861899290531
493.0,388.0982352610531
494.0,383.9997784530531
495.0,383.98873035305314
496.0,384.09143801005314
497.0,422.4430193990531
498.0,876.8897457290532
499.0,405.10940658905315
500.0,384.0410849520531
501.0,383.98848683005315
502.0,384.0091043250531
503.0,392.19198907905314
504.0,814.4520893290531
505.0,469.5841881690531
506.0,384.27041917305314
507.0,383.98943421805313
508.0,383.99302371405315
509.0,385.4576824570531
510.0,615.5089655290531
511.0,628.4450816290531
512.0,385.6286882260531
513.0,383.99341561105314
514.0,383.9892846380531
515.0,384.24056767205315
516.0,464.4213364590531
517.0,835.8412288290531
518.0,393.17541492905315
519.0,384.0106898810531
520.0,383.9883963330531
521.0,384.0350925360531
522.0,403.5956874290531
523.0,897.8211420290531
524.0,427.33470155905314
525.0,384.10046663905314
526.0,383.9886479250531
527.0,383.9982286360531
528.0,387.7365231290531
529.0,739.1606959290532
530.0,536.2032146290532
531.0,384.62782082105315
532.0,383.99049910805314
533.0,383.9904935360531
534.0,384.62792842605313
535.0,537.4047029290531
536.0,743.4884604290531
537.0,387.74781992405315
538.0,383.99805275705313
539.0,383.98859632105314
540.0,384.0994187900531
541.0,428.1959834790531
542.0,916.4117296290531
543.0,403.95697360905314
544.0,384.0340637460531
545.0,383.9883070160531
546.0,384.00998008405315
547.0,393.3597760890531
548.0,862.3905401290531
549.0,467.9671252190531
550.0,384.2367887340531
551.0,383.98910469505313
552.0,383.99302311905313
553.0,385.6397197300531
554.0,646.5670972290532
555.0,633.1837515290531
556.0,385.4649106360531
557.0,383.99255095605315
558.0,383.9891791150531
559.0,384.26491324505315
560.0,476.18639883905314
561.0,861.7751206290532
562.0,392.5011909990531
563.0,384.00756625905314
564.0,383.98825977205314
565.0,384.03807503305313
566.0,406.4685472290531
567.0,945.0814659290531
568.0,425.56389710905313
569.0,384.0862780020531
570.0,383.98843516605314
571.0,383.99850468005314
572.0,388.2423547690531
573.0,781.7785532290532
574.0,535.5635781290531
575.0,384.5565662640531
576.0,383.99003078905315
577.0,383.9904341900531
578.0,384.7002082590531
579.0,558.6879251290532
580.0,755.7096088290532
581.0,387.4112135700531
582.0,383.9965919950531
583.0,383.9884886070531
584.0,384.10870154405313
585.0,434.66350290905314
586.0,954.0774014290532
587.0,402.74321889905315
588.0,384.02801180605314
589.0,383.9881571970531
590.0,384.01106997605314
591.0,394.6901507690531
592.0,911.6036155290531
593.0,465.72916023905316
594.0,384.2069367920531
595.0,383.9888278850531
596.0,383.9930777220531
597.0,385.8482809280531
598.0,680.0113000290531
599.0,635.8377649290532
600.0,385.31306345305313
601.0,383.9918203160531
602.0,383.9891004390531
603.0,384.29293411805315
604.0,489.26144622905315
605.0,884.8867854290531
606.0,391.83422424905314
607.0,384.00489560005315
608.0,383.9881468170531
609.0,384.0415820080531
610.0,409.72239210905315
611.0,991.8947859290531
612.0,423.5900858190531
613.0,384.07388511005314
614.0,383.98825606905314
615.0,383.99887999405314
616.0,388.82052007505314
617.0,826.6063957290531
618.0,533.7394027290532
619.0,384.4922110030531
620.0,383.98963468505315
621.0,383.99040781705315
622.0,384.7831063350531
623.0,581.9823050290531
624.0,765.2033554290531
625.0,387.0918668020531
626.0,383.9953480760531
627.0,383.9884021020531
628.0,384.1194181000531
629.0,441.92497845905314
630.0,989.6259233290532
631.0,401.50012049905314
632.0,384.02278337805313
633.0,383.9880312150531
634.0,384.0123796990531
635.0,396.20500386905314
636.0,961.8752923290531
637.0,462.98851611905314
638.0,384.18049377705313
639.0,383.9885932170531
640.0,383.99318300005314
641.0,386.0870921100531
642.0,715.9098778290531
643.0,636.5629390290532
644.0,385.1733349340531
645.0,383.9911985990531
646.0,383.9890442000531
647.0,384.3250927700531
648.0,503.76419122905315
649.0,905.0801314290532
650.0,391.18498534405313
651.0,384.0026033540531
652.0,383.9880528730531
653.0,384.04565543105315
654.0,413.4043843590531
655.0,1037.9530354290532
656.0,421.4763372890531
657.0,384.0630589500531
658.0,383.9881039790531
659.0,383.9993536040531
660.0,389.4811145710531
661.0,873.5687677290532
662.0,530.8886901290531
663.0,384.4343330460531
664.0,383.98929710405315
665.0,383.9904106200531
666.0,384.8780859920531
667.0,607.4110777290531
668.0,772.0477810290531
669.0,386.7919347540531
670.0,383.9942833950531
671.0,383.9883330860531
672.0,384.13173109305313
673.0,450.06583778905315
674.0,1022.8134144290532
675.0,400.25334265905315
676.0,384.0182577120531
677.0,383.98792450305314
678.0,384.0139208680531
679.0,397.9288667490531
680.0,1012.963378029053
681.0,459.85200267905316
682.0,384.15711253605315
683.0,383.9883927170531
684.0,383.99333648405315
685.0,386.36043207605314
686.0,754.3142132290532
687.0,635.5220921290531
688.0,385.04556688905313
689.0,383.99066638005314
690.0,383.9890072420531
691.0,384.36193468405315
692.0,519.8167016290531
693.0,922.2892930290532
694.0,390.5610984770531
695.0,384.0006293480531
696.0,383.98797452405313
697.0,384.05034979505314
698.0,417.56643021905313
699.0,1082.9428247290532
700.0,419.2762687190531
701.0,384.05360037205315
702.0,383.9879738700531
703.0,383.99992742705314
704.0,390.23559398405314
705.0,922.5616905290531
706.0,527.1624510290532
707.0,384.38246904005314
708.0,383.9890075040531
709.0,383.9904400860531
710.0,384.9868424470531
711.0,635.0932122290532
712.0,776.3432140290531
713.0,386.5125883800531
714.0,383.99336808005313
715.0,383.98827881105314
716.0,384.1458355480531
717.0,459.1777481490531
718.0,1053.4165115290532
719.0,399.0231923690531
720.0,384.0143338440531
721.0,383.9878336120531
722.0,384.0157104290531
723.0,399.88919114905315
724.0,1064.601622929053
725.0,456.4153676290531
726.0,384.1364708820531
727.0,383.98822025905315
728.0,383.9935372680531
729.0,386.67320272105314
730.0,795.2568406290532
731.0,632.8825200290531
732.0,384.92936175505315
733.0,383.99020838205314
734.0,383.98898730205315
735.0,384.40409718605315
736.0,537.5448944290531
737.0,936.4789277290531
738.0,389.9678985670531
739.0,383.9989244420531
740.0,383.98790918905314
741.0,384.05573226805313
742.0,422.2655415290531
743.0,1126.549713629053
744.0,417.0350119590531
745.0,384.0453358020531
746.0,383.98786188305314
747.0,384.00060583905315
748.0,391.09693786905314
749.0,973.4521172290531
750.0,522.7036669290532
751.0,384.3361397240531
752.0,383.98875763805313
753.0,383.9904946540531
754.0,385.1113324180531
755.0,665.1417937290531
756.0,778.2098543290531
757.0,386.25425632405313
758.0,383.9925780980531
759.0,383.9882372210531
760.0,384.16196168405315
761.0,469.35874689905313
762.0,1081.235557229053
763.0,397.82543593905314
764.0,384.01092675205314
765.0,383.9877558850531
766.0,384.01777046705314
767.0,402.11664538905313
768.0,1116.502188029053
769.0,452.76369921905314
770.0,384.1182726040531
771.0,383.9880710610531
772.0,383.99378571605314
773.0,387.03100959005315
774.0,838.749466529053
775.0,628.8135711290531
776.0,384.82416229005315
777.0,383.9898124240531
778.0,383.9889827730531
779.0,384.4523206790531
780.0,557.0778443290532
781.0,947.6439974290531
782.0,389.40888650005314
783.0,383.9974481300531
784.0,383.98785489005314
785.0,384.0618834140531
786.0,427.5641870890531
787.0,1168.4625349290532
788.0,414.79010320905314
789.0,384.0381137560531
790.0,383.98776500305314
791.0,384.0013954540531
792.0,392.0798301290531
793.0,1026.077665229053
794.0,517.6464390290531
795.0,384.2948675520531
796.0,383.9885409600531
797.0,383.99057351005314
798.0,385.25380897705315
799.0,697.6622041290532
800.0,777.7851975290531
801.0,386.01681434505315
802.0,383.99189390305315
803.0,383.9882067720531
804.0,384.18037878805313
805.0,480.7132841190531
806.0,1106.097364229053
807.0,396.67200394905313
808.0,384.0079644350531
809.0,383.9876892540531
810.0,384.0201282830531
811.0,404.64542677905314
812.0,1168.358484429053
813.0,448.97188959905316
814.0,384.1022474300531
815.0,383.9879413350531
816.0,383.9940832770531
817.0,387.4402532110531
818.0,884.7810040290531
819.0,623.4843632290531
820.0,384.72931100505315
821.0,383.9894686800531
822.0,383.98899254905314
823.0,384.5074622710531
824.0,578.5469055290531
825.0,955.8090534290532
826.0,388.88610375705315
827.0,383.99616675505314
828.0,383.98781009505313
829.0,384.0688983780531
830.0,433.5306294890531
831.0,1208.377711929053
832.0,412.57231010905315
833.0,384.03180193805315
834.0,383.98768084605314
835.0,384.00230504205314
836.0,393.2008573090531
837.0,1080.246688929053
838.0,512.1153341290532
839.0,384.2581886510531
840.0,383.9883522190531
841.0,383.9906764440531
842.0,385.41686194605313
843.0,732.7501325290532
844.0,775.2213196290531
845.0,385.7997342560531
846.0,383.99129945505314
847.0,383.98818630605314
848.0,384.20140010005315
849.0,493.3521684290531
850.0,1127.8575166290532
851.0,395.5716038790531
852.0,384.00538565605314
853.0,383.98763208305314
854.0,384.02281668705314
855.0,407.5135899090531
856.0,1219.8483773290532
857.0,445.1051574790531
858.0,384.08815028405314
859.0,383.98782804805313
860.0,383.99443238505313
861.0,387.9082320200531
862.0,933.3156868290532
863.0,617.0616807290531
864.0,384.64409437005315
865.0,383.9891691480531
866.0,383.98901592005313
867.0,384.5705118910531
868.0,602.0846440290532
869.0,961.0270592290531
870.0,388.4004418890531
871.0,383.99505217805313
872.0,383.9877736070531
873.0,384.07688850105313
874.0,440.23924163905315
875.0,1246.003504529053
876.0,410.4064032790531
877.0,384.0262847760531
878.0,383.9876075050531
879.0,384.00334555005315
880.0,394.4787254290531
881.0,1135.7387455290532
882.0,506.22492642905314
883.0,384.2256606930531
884.0,383.98818715005314
885.0,383.9908037640531
886.0,385.60346427205315
887.0,770.4894414290532
888.0,770.6820823290532
889.0,385.60220109005314
890.0,383.99078148705314
891.0,383.9881749620531
892.0,384.2253887420531
893.0,507.39240482905313
894.0,1146.4021731290532
895.0,394.5302536890531
896.0,384.0031381510531
897.0,383.9875830700531
898.0,384.0258744740531
899.0,410.7633889990531
900.0,1270.6377347290531
901.0,441.2196227890531
902.0,384.07576009305313
903.0,383.98772874405313
904.0,383.9948364150531
905.0,388.4432577730531
906.0,984.2913216290531
907.0,609.7080775290531
908.0,384.56777546705314
909.0,383.98890725205314
910.0,383.9890524950531
911.0,384.64261108605314
912.0,627.8235808290531
913.0,963.377787629053
914.0,387.9518984050531
915.0,383.99408074105315
916.0,383.98774449105315
917.0,384.0859833470531
918.0,447.77079557905313
919.0,1281.064115029053
920.0,408.31187593905315
921.0,384.0214613040531
922.0,383.98754343805314
923.0,384.0045302110531
924.0,395.9344961790531
925.0,1192.305490829053
926.0,500.07952862905313
927.0,384.19686776805315
928.0,383.9880422660531
929.0,383.9909562430531
930.0,385.8170249660531
931.0,810.9499215290532
932.0,764.3403201290531
933.0,385.4232050520531
934.0,383.99032895005314
935.0,383.9881721140531
936.0,384.2527647350531
937.0,522.9569124290531
938.0,1161.6493456290532
939.0,393.5517466690531
940.0,384.00117718205314
941.0,383.98754117005313
942.0,384.0293470660531
943.0,414.44163259905315
944.0,1320.384282029053
945.0,437.3629229890531
946.0,384.0648783180531
947.0,383.98764141405314
948.0,383.99529967805313
949.0,389.0547844690531
950.0,1037.6177385290532
951.0,601.5802067290531
952.0,384.49961777905315
953.0,383.9886775470531
954.0,383.98910215705314
955.0,384.72507478005315
956.0,655.8947427290532
957.0,962.9658419290531
958.0,387.5397880450531
959.0,383.9932324640531
960.0,383.98772201405313
961.0,384.0963331600531
962.0,456.21271476905315
963.0,1313.3035797290531
964.0,406.3036128190531
965.0,384.0172433280531
966.0,383.98748738705314
967.0,384.00587472205314
968.0,397.59184292905314
969.0,1249.6720327290532
970.0,493.77309982905314
971.0,384.17142310205315
972.0,383.9879146850531
973.0,383.9911350880531
974.0,386.0614492690531
975.0,854.1849683290532
976.0,756.3750608290532
977.0,385.26161329805313
978.0,383.9899325960531
979.0,383.9881773310531
980.0,384.2840132350531
981.0,540.1741091290531
982.0,1173.5496393290532
983.0,392.6380555590531
984.0,383.9994643730531
985.0,383.98750553705315
986.0,384.03328731605313
987.0,418.60004738905315
988.0,1368.741714529053
989.0,433.5748590790531
990.0,384.05532732605315
991.0,383.98756440505315
992.0,383.9958274560531
993.0,389.7535518500531
994.0,1093.1754965290531
995.0,592.8273885290531
996.0,384.43890220305315
997.0,383.9884754980531
998.0,383.9891650260531
999.0,384.8194163250531
1000.0,686.4260233290531
